"state","county","county_fips","year","lcl","median","ucl"
"IL","Adams",17001,1990,8.53628998556775,10.6703624819597,13.8714712265476
"IL","Alexander",17003,1990,4.06422541510441,5.08028176888051,6.60436629954467
"IL","Bond",17005,1990,6.29976132949944,7.8747016618743,10.2371121604366
"IL","Boone",17007,1990,3.82654511970428,4.78318139963035,6.21813581951945
"IL","Brown",17009,1990,8.89873498660866,11.1234187332608,14.4604443532391
"IL","Bureau",17011,1990,5.53327980891468,6.91659976114335,8.99157968948635
"IL","Calhoun",17013,1990,6.29308556633817,7.86635695792271,10.2262640452995
"IL","Carroll",17015,1990,7.68026659069329,9.60033323836661,12.4804332098766
"IL","Cass",17017,1990,7.70731666394013,9.63414582992516,12.5243895789027
"IL","Champaign",17019,1990,7.88065907251214,9.85082384064018,12.8060709928322
"IL","Christian",17021,1990,5.00977757260737,6.26222196575922,8.14088855548698
"IL","Clark",17023,1990,5.17747248596787,6.47184060745983,8.41339278969779
"IL","Clay",17025,1990,5.50055642932266,6.87569553665333,8.93840419764933
"IL","Clinton",17027,1990,7.71126185589335,9.63907731986669,12.5308005158267
"IL","Coles",17029,1990,6.57666182886244,8.22082728607804,10.6870754719015
"IL","Cook",17031,1990,7.81696535654208,9.7712066956776,12.7025687043809
"IL","Crawford",17033,1990,7.08543539039612,8.85679423799515,11.5138325093937
"IL","Cumberland",17035,1990,8.03963084383196,10.0495385547899,13.0644001212269
"IL","DeKalb",17037,1990,9.03059439021155,11.2882429877644,14.6747158840938
"IL","De Witt",17039,1990,6.61685070033253,8.27106337541567,10.7523823880404
"IL","Douglas",17041,1990,8.58350479891691,10.7293809986461,13.94819529824
"IL","DuPage",17043,1990,6.57517033014714,8.21896291268393,10.6846517864891
"IL","Edgar",17045,1990,5.84233494920704,7.3029186865088,9.49379429246144
"IL","Edwards",17047,1990,7.80333244360493,9.75416555450616,12.680415220858
"IL","Effingham",17049,1990,5.26836862922868,6.58546078653585,8.5610990224966
"IL","Fayette",17051,1990,5.86790383005117,7.33487978756396,9.53534372383315
"IL","Ford",17053,1990,6.67663369562983,8.34579211953729,10.8495297553985
"IL","Franklin",17055,1990,4.27202493995136,5.3400311749392,6.94204052742097
"IL","Fulton",17057,1990,6.34877417448015,7.93596771810019,10.3167580335302
"IL","Gallatin",17059,1990,8.5778780485439,10.7223475606799,13.9390518288838
"IL","Greene",17061,1990,6.15372431680085,7.69215539600106,9.99980201480138
"IL","Grundy",17063,1990,5.52726578851258,6.90908223564073,8.98180690633295
"IL","Hamilton",17065,1990,6.97171737547547,8.71464671934433,11.3290407351476
"IL","Hancock",17067,1990,6.78667225035846,8.48334031294807,11.0283424068325
"IL","Hardin",17069,1990,4.95858980742928,6.19823725928661,8.05770843707259
"IL","Henderson",17071,1990,8.39148160113461,10.4893520014183,13.6361576018437
"IL","Henry",17073,1990,5.95619480564082,7.44524350705102,9.67881655916633
"IL","Iroquois",17075,1990,8.25122768904184,10.3140346113023,13.408244994693
"IL","Jackson",17077,1990,4.93475626903827,6.16844533629784,8.01897893718719
"IL","Jasper",17079,1990,8.1420570405653,10.1775713007066,13.2308426909186
"IL","Jefferson",17081,1990,6.03621921722115,7.54527402152643,9.80885622798437
"IL","Jersey",17083,1990,8.26105296440078,10.326316205501,13.4242110671513
"IL","Jo Daviess",17085,1990,6.40279391981861,8.00349239977326,10.4045401197052
"IL","Johnson",17087,1990,7.47124880179175,9.33906100223969,12.1407793029116
"IL","Kane",17089,1990,7.0160144839634,8.77001810495425,11.4010235364405
"IL","Kankakee",17091,1990,4.67106775908116,5.83883469885145,7.59048510850688
"IL","Kendall",17093,1990,8.23609782000671,10.2951222750084,13.3836589575109
"IL","Knox",17095,1990,4.72752834572732,5.90941043215915,7.68223356180689
"IL","Lake",17097,1990,6.59735437824728,8.24669297280909,10.7207008646518
"IL","LaSalle",17099,1990,7.99463677340932,9.99329596676164,12.9912847567901
"IL","Lawrence",17101,1990,6.3824979594534,7.97812244931675,10.3715591841118
"IL","Lee",17103,1990,3.49924583125412,4.37405728906765,5.68627447578794
"IL","Livingston",17105,1990,8.7328907548094,10.9161134435117,14.1909474765653
"IL","Logan",17107,1990,6.78340902531955,8.47926128164943,11.0230396661443
"IL","McDonough",17109,1990,5.76573049977469,7.20716312471836,9.36931206213387
"IL","McHenry",17111,1990,3.10593730188762,3.88242162735952,5.04714811556738
"IL","McLean",17113,1990,5.20366638002884,6.50458297503605,8.45595786754686
"IL","Macon",17115,1990,6.29844836172471,7.87306045215589,10.2349785878027
"IL","Macoupin",17117,1990,7.0839703317397,8.85496291467462,11.511451789077
"IL","Madison",17119,1990,7.7072879394911,9.63410992436387,12.524342901673
"IL","Marion",17121,1990,6.49566451015217,8.11958063769022,10.5554548289973
"IL","Marshall",17123,1990,8.64482007062624,10.8060250882828,14.0478326147676
"IL","Mason",17125,1990,5.96258657026848,7.4532332128356,9.68920317668628
"IL","Massac",17127,1990,6.15768411235965,7.69710514044956,10.0062366825844
"IL","Menard",17129,1990,6.20419773610619,7.75524717013274,10.0818213211726
"IL","Mercer",17131,1990,7.40733824376803,9.25917280471004,12.0369246461231
"IL","Monroe",17133,1990,3.6089916969105,4.51123962113812,5.86461150747956
"IL","Montgomery",17135,1990,6.90138956880382,8.62673696100478,11.2147580493062
"IL","Morgan",17137,1990,8.22688049304447,10.2836006163056,13.3686808011973
"IL","Moultrie",17139,1990,5.17636738130219,6.47045922662773,8.41159699461605
"IL","Ogle",17141,1990,7.5018038089892,9.3772547612365,12.1904311896075
"IL","Peoria",17143,1990,6.17505450849282,7.71881813561602,10.0344635763008
"IL","Perry",17145,1990,8.36428638467862,10.4553579808483,13.5919653751028
"IL","Piatt",17147,1990,6.49696288031881,8.12120360039851,10.5575646805181
"IL","Pike",17149,1990,6.14029303338887,7.67536629173609,9.97797617925692
"IL","Pope",17151,1990,6.36868919775489,7.96086149719361,10.3491199463517
"IL","Pulaski",17153,1990,7.95946085032293,9.94932606290366,12.9341238817748
"IL","Putnam",17155,1990,8.42547029306517,10.5318378663315,13.6913892262309
"IL","Randolph",17157,1990,6.07078333428973,7.58847916786216,9.86502291822081
"IL","Richland",17159,1990,8.41483205661865,10.5185400707733,13.6741020920053
"IL","Rock Island",17161,1990,8.70422696582264,10.8802837072783,14.1443688194618
"IL","St. Clair",17163,1990,5.60255669946366,7.00319587432957,9.10415463662844
"IL","Saline",17165,1990,7.20037838960285,9.00047298700356,11.7006148831046
"IL","Sangamon",17167,1990,6.60159079086981,8.25198848858726,10.7275850351634
"IL","Schuyler",17169,1990,6.09450336426716,7.61812920533394,9.90356796693413
"IL","Scott",17171,1990,8.09948016290529,10.1243502036316,13.1616552647211
"IL","Shelby",17173,1990,5.69720651594232,7.1215081449279,9.25796058840627
"IL","Stark",17175,1990,7.93388212556903,9.91735265696129,12.8925584540497
"IL","Stephenson",17177,1990,4.17912815055156,5.22391018818945,6.79108324464629
"IL","Tazewell",17179,1990,5.79383600648819,7.24229500811024,9.41498351054331
"IL","Union",17181,1990,4.98212462782181,6.22765578477726,8.09595252021044
"IL","Vermilion",17183,1990,4.69311875449514,5.86639844311892,7.6263179760546
"IL","Wabash",17185,1990,5.00293529599936,6.2536691199992,8.12976985599896
"IL","Warren",17187,1990,7.54189298243061,9.42736622803827,12.2555760964497
"IL","Washington",17189,1990,8.57629358124928,10.7203669765616,13.9364770695301
"IL","Wayne",17191,1990,8.37237597223695,10.4654699652962,13.605110954885
"IL","White",17193,1990,6.72848842815345,8.41061053519181,10.9337936957494
"IL","Whiteside",17195,1990,4.25359958031273,5.31699947539091,6.91209931800818
"IL","Will",17197,1990,5.72482901760923,7.15603627201154,9.302847153615
"IL","Williamson",17199,1990,7.65568255557284,9.56960319446605,12.4404841528059
"IL","Winnebago",17201,1990,5.72600909203772,7.15751136504715,9.3047647745613
"IL","Woodford",17203,1990,7.69535981647989,9.61919977059986,12.5049597017798
"IL","Adams",17001,1991,10.5908177146286,13.2385221432857,17.2100787862715
"IL","Alexander",17003,1991,7.29102000843397,9.11377501054246,11.8479075137052
"IL","Bond",17005,1991,13.7401551893235,17.1751939866543,22.3277521826506
"IL","Boone",17007,1991,6.40694233398602,8.00867791748252,10.4112812927273
"IL","Brown",17009,1991,10.3210734013197,12.9013417516497,16.7717442771446
"IL","Bureau",17011,1991,9.80493482922458,12.2561685365307,15.9330190974899
"IL","Calhoun",17013,1991,8.21486176252568,10.2685772031571,13.3491503641042
"IL","Carroll",17015,1991,11.5482887152985,14.4353608941232,18.7659691623601
"IL","Cass",17017,1991,12.0601519331656,15.0751899164571,19.5977468913942
"IL","Champaign",17019,1991,14.3968966912491,17.9961208640614,23.3949571232798
"IL","Christian",17021,1991,12.8892916019975,16.1116145024969,20.945098853246
"IL","Clark",17023,1991,10.1178656650113,12.6473320812642,16.4415317056434
"IL","Clay",17025,1991,11.3674569565299,14.2093211956624,18.4721175543611
"IL","Clinton",17027,1991,9.81932277862252,12.2741534732781,15.9563995152616
"IL","Coles",17029,1991,9.56527337870898,11.9565917233862,15.5435692404021
"IL","Cook",17031,1991,11.9940044470613,14.9925055588267,19.4902572264747
"IL","Crawford",17033,1991,9.94991223721504,12.4373902965188,16.1686073854744
